text,label,lang_detected
"O sea, que tenemos que esperar 6 años a que nos lo bajen.  La pregunta es: ¿ cuánto va a subir en esos 6 años? Me temo que bastante más. #elecciones2019votoderechas https://t.co/1SxY9Px3NH",0,es
"#MafiaTrifachita, más de lo mismo. Iván Espinosa, dirigente de #Vox y socio en negocios con condenados por #Gürtel, tuvo un negocio con Jacobo Gordon, en el que participó Rocío Monasterio, presidenta de Vox Madrid y mujer de Espinosa de los Monteros. Segun https://t.co/qmAs3AEu6F https://t.co/xvKutd06dp",1,es
A la gente normal no les queda otra opción que votar a un partido de la #Derecha para poder defender la #Unidad de #España 🇪🇸@vox_es @CiudadanosCs @PPopular,0,es
"Estos icebergs, que se encuentran en algunas zonas de la Antártida, transportan hierro de tierra al mar y aportan nutrientes fundamentales para la vida marina https://t.co/qZoWWuHxxW",2,es
"RT @Jotacavaz: Los males políticos no se resuelven con ética, como los incendios no se apagan con agua bendita. Fernando Savater",0,es
@el referendum ...según la pregunta ...tenían derecho todos los españoles no sólo una parte,0,es
Esta entrevista a @alfonslopeztena . desnuda las mentiras de los expresidentes del Parlament en el #JuicioProces 👇🏼👇🏼👇🏼 https://t.co/icuxYpPVHw,0,es
RT @DeibyMeza: #22Feb Instalación Frente Amplio Venezuela Libre #Independencia #Yaracuy. https://t.co/8edXoTw45b,1,es
"Si quieres un cambio donde las políticas sociales sean prioritarias, el 28 de abril no te quedes en casa y vota a UP. #LaPatriaSonPersonas https://t.co/EhFsQopQub",1,es
"@anna_arque @68JManel Venga todos los Hiperventilados de ayer....Vayan piduendo disculpas...en orden, poc a poc.....La primera Arrimadas, Iceta, fachas varios....molt bé........ Gràcies.",1,es
"👉En estos 8 meses d #Gobierno socialista d .@sanchezcastejon, #España ha dado muchos pasos para avanzar en #lgualdad. El @PSOE✊🌹 ha hecho un gran esfuerzo x consolidar los #derechos d las #mujeres #LaEspañaQueQuieresEsFeminista #TiempoDeMujeres #8M #LaEspañaQueQuieres Hechos👇 https://t.co/G8qbFN9oU8",0,es
"Esto dictaba la “Constitución” golpista:  “No podrán obtener ni conservar la ciudadanía catalana aquellas personas que no siendo catalanes de origen, hayan sido militares profesionales y/o fuerzas de orden público militar o civil del Reino de España.” https://t.co/AnWA9jYK7O",0,es
"📰 Vergonzoso, la @cupnacional (@Arran_jovent, @CDRCatOficial, @unisxrepublica) manipula un vídeo para acusar al candidato del PP de simular un tiro en la nuca. #FakeNews https://t.co/c1i8Imb4ha  @elindepcom #YoConBOU",0,es
"Tú calla que te ibas a quedar 18 meses en el Congreso y llevas 60, ¿le has pillado el gusto, eh? .  Tremendo zasca de @Lroldansu a @gabrielrufian.  #ObjetivoElecciones",0,es
"Vergonzoso: El linchamiento del mosso que dijo: “La república no existe, idiota” https://t.co/h1xszwrSgd",0,es
Inés Arrimadas no será el florero de Albert Rivera en Madrid https://t.co/E5giq3O0P9 via @abc_blogs,0,es
Este es el aspecto del salón del hotel en Bruselas unos instantes antes de que dé comienzo la charla de Torra y Puigdemont. Un cartelito amariilo con fotico de los golpistas huidos y en prision para hacerles compañía.   🎗🤪🤣🤣 https://t.co/gUg7bkcQq3,0,es
#ÚLTIMAHORA Arrimadas anuncia que se presentará a las primarias para encabezar la lista de Cs a las generales por Barcelona https://t.co/FH0SU5YmLM,0,es
"@iescolar Estás imágenes quedarán grabadas para siempre en la memoria de los catalanes, los independentistas.. y los que no lo són. Cada cual saque luego sus conclusiones en base al grado de humanidad de cada uno.",1,es
"@sempresaludava Yo que soy nacido en Barcelona, de familia andaluza, que fui a votar el 1 de octubre y recibí alguna ostia. Que pienso que el juicio a los políticos catalanes es una cacería y que estoy casi más por la independencia que no por seguir en este país...",1,es
"@DavidGR1714 Yo digo aqui! Es lo q tiene no ser indepe de base, no nos ofendemos. Cabalgamos como podemos a lomos de un caballo q a veces se desboca 😘",1,es
Vea que  el presidente encargado Juan Guaidó fue recibido en Maiquetía por su pueblo de Vargas #4Mar https://t.co/SH8I3Bgkid https://t.co/pocBh0WUmZ,2,es
"15/09/18 @sanchezcastejon @meritxell_batet @desdelamoncloa @justiciagob @PoderJudicialEs @fiscal_es Seguimos a la espera de la liberación de los 9 rehenes que el Estado tiene secuestrados en Lledoners, Puig de les Basses y Mas d'Enric #FreeTothom #LlibertatPresosPolítics 🎗 https://t.co/c0s31mCVOo",1,es
"Dicho de otra manera: Pedro Sánchez acepta el relato separatista de que existe un conflicto político entre la Nación catalana y el Estado español que debe ser supervisado por un tercero por la baja calidad de la democracia española.   Cuánto daño ha hecho, y hará, este hombre. https://t.co/4cj9SQ0s3O",0,es
RT @ErnestoEkaizer: #1O Empieza el jefe superior de Policíade Cataluña Sebastián Trapote... https://t.co/ynrfjNsFO6,0,es
Podemos en Galapagar se avergüenza del casoplón de Iglesias y se presentarán con otras siglas. @okdiario #jacobialcalde #Barcelona  #España #unioneuropea https://t.co/gWRWyyQEYO,0,es
"¡SIN PRIVACIDAD en la Sanidad Pública! ? ¿A qué espera la Junta_Ex para solucionarlo? ¡#LaPatriaSonPersonas que defienden la Sanidad Pública! CecilioCean https://t.co/mj0gSR0frd February 19, 2019 at 08:06PM  ¡SIN PRIVACIDAD en la Sanidad Pública! ?  ¿A qué espera la Junta_E…",1,es
Oigo a un tertuliano en @HerreraenCOPE afirmar  que “la política en España ha llegado a lo más bajo”. Y pone como ejemplo la manifestación del domingo en Colón. No me extraña que para los abogados de los golpistas las voces autorizadas para dictar sentencia sean los tertulianos.,0,es
RT @fgbfrancisco: Twitter España permite que los separatistas pongan en la diana a la testigo protegida por Marchena https://t.co/7xvZ36gyJ7,0,es
RT @josepramonbosch: El gran engaño: TV-3 reconoce por primera vez que la declaración de independencia fue 'fake' https://t.co/bvEOD91VJV,0,es
"🔴 DIRECTO | Trapote, sobre el #1O:  Era imposible mediar ante las agresiones que sufría la policía  https://t.co/MGEgjKcAtR #juicio #procés",2,es
Lo que está mintiendo @InesArrimadas en #L6Narrimadas en 20 minutos de entrevista es de Pinochet o Pinochet https://t.co/piFE463Bhj,0,es
"No sé si soy una persona triste con vocación de alegre, viceversa, o del revés... Lo que sí sé, es que siempre hay algo de tristeza en mis momentos más difíciles, igual que hay algo de alegría en mis días más difíciles es #domingo #BuenosDias ?? ? https://t.co/JnmGASXypw",2,es
Que adjetivo calificativo se os ocurre cuando aparece este elemento en vuestras pantallas?????  #alacarcelya #VivaEspaña https://t.co/zV5yLVeW5B,0,es
"RT ramonlobo: Es urgente aprender la lección de qué hicieron el fascismo y el nazismo en Europa, de cuál fue el precio de la libertad. Hay rayas rojas que no se pueden traspasar. La foto de Colón es demoledora https://t.co/SjylWK4ZTo pachecoemili https://t.co/ra5pRgPWzD Februa…",1,es
"@____oscar_ Y te sientes más cómodo en un estado donde se llama colonos a sus conciudadanos? Donde en Vic, ahora feudo indepe, PxC crecía como la espuma?  Ya sé.. estos son casos aislados... pero los otros no... son la norma...",1,es
"#PrimeraDiada Antes no había ido a ninguna.....pero desde el 20S, todo cambió. No prestaba atención a la política..... Y ahora quiero lo mejor para mi hijo y para mi tierra, Visca Catalunya Lliure",1,es
"Qué mejor fuente de inspiración que la noche para tus tenebrosos relatos.  Si te lanzo una idea, qué te parece crear tu #microcuento ?  #RetoTenebria #RetoTerrorGotaAGota https://t.co/p7qidKlnPA",2,es
"Los taxistas la liaron bien pero, que yo sepa, no declararon ninguna República. #JuicioProcés",0,es
? #Ampliación Nueve dirigentes independentistas contestarán a las preguntas de la Fiscalía #JuicioProces ? https://t.co/4jhxd7cFMp https://t.co/jAEAshiCoV,0,es
@JosepBorrellF @pgpnzalo1 Yo NO voto Franquista y tú ?. Contra las mentiras y el PASTELEO político el próximo #28A yo votaré ❤❤ UNIDAS PODEMOS ❤❤❤ https://t.co/aRoDYDR8hk,1,es
"Tengo un problema, a ver si a alguien le pasa lo mismo y me puede ayudar. Mis vecinos de Ñ me han amenazado con llamar a la policía porque dicen que mi hija de 4 años está endemoniada dado que ha empezado una cacerolada indefinida 24/h hasta la liberación de los presos. Què fem?",0,es
El actor y colaborador de ‘Crónicas Marcianas’ ha fallecido a los 81 años https://t.co/GWdCMLtTsy,2,es
"Este era del erudito del independentismo? Que pasa son ineptos hasta para hacer una puta tesis, este es el modelo de políticos que tenemos en España y quieren darnos lecciones a los españoles, iros a tomar por culo, cenutrios, merluzos e ineptos. https://t.co/52MSPJgrac",0,es
"1️⃣ Asalto a furgones de la @policia en medio de la calle 2️⃣ Utilizaron a personas mayores y niños como escudo. 3️⃣ Insultan, agreden y humillan eso sí, grabándolo todo 4️⃣ Aumento significativo de fake news.  Manipulación personas heridas.  Eso es el 1 Oct.☝️  #EquiparacionYa https://t.co/5yNHhUVam8",0,es
"La Junta a través de @eliasbendodo  dice que hay 843.000 pacientes en lista de espera sanitaria, el doble de lo admitido por el Gobierno de Susana Díaz. #elecciones2019votoderechas  #28A  🆘  HAY QUE SACAR Al Psoe DE LAS INSTITUCIONES https://t.co/LnH9OaxZt7",0,es
#RoviraTV3 Qué manera tiene Ricard Ustrell de acabar el programa. Preguntándole a Marta Rovira si el President Puigdemont es traidor. Le tiene manía! 😠,1,es
"DP hace comentarios continuos y ofensivos contra la democracia española, la Constitución que tacha de  farsa  y la #guardiacivil alternados con palabrerío machista y racista.",0,es
"A la pregunta de si no se cierra a pactar con el independentismo del mismo modo que recibió su apoyo en la moción de censura, Sánchez ha señalado que lo que necesita el país es “unirse en torno a los grandes proyectos”.? https://t.co/f2AKnijj2x https://t.co/kUJZWouN6i",0,es
RT @elnacionalcat_e: Elsa Artadi deja en evidencia al ejecutor del 155 https://t.co/hgu5I5I97m,1,es
"@LaVanguardia @luisbalg Con la lacra de la corrupción de toda la cúpula pepera, con las de la Banca, con la de las financiaciones a partidos C,s VOX si se refiere a estos el aspirador tiene telarañas y está en el trastero! #JudiciFarsa",1,es
"@RicardAris Yo entiendo que no te importe que os engañarán diciendo era la independencia cuando dicen que todo es falso. Pero en serio no nos hagas compartir ese ridículo. Algunos, como sabes, lo hemos criticado desde el primer día. Y no nos equivocamos.",0,es
"Mañana, lunes 4 de febrero, montaremos un stand informativo en la @UABBarcelona para que los estudiantes de toda Europa, conozcan nuestro trabajo???? ? Mostrar la situación que vivimos los constitucionalistas ? Trabajar juntos por un futuro mejor?? @ShaAcabat ?? https://t.co/JXVtl9Kc8c",0,es
"@azukikiyo @rgh58882 @raulromeva Es una vergüenza, gente tan preparada , noble, con esa entereza, fuerza y tan creibles, eso sin verdaderos políticos, ahi estan defendiendo su causa, sin rendirse, eso necesita Ñ y no los ladrones vividores",1,es
"RT @CsFernavarro: Porque es un intelectual, y uno de los fundadores de Ciudadanos; porque entiende la democracia como transacción y no como…",0,es
"@GirautaOficial El unico peligro para España sois vosotros los indendiarios de C´s, PP y VOX, sois carroñeros y solo buscais el enfrentamiento entre todos porque con eso creeis tanto vosotros como los independentistas que asi medrais pero el pueblo más pronto que tarde se dara cuenta de ello.",1,es
"@elsa_artadi TÚ SABRÁS, COLABORADORA DEL 155.  Artadi y Aragonés obedientes de día y ruido al salir de trabajar  Fdo.  Responsable del 155 en Cataluña.   Ante la ley... COBARDE, como TODOS.  Ho teniu  a tocar  ehhhhh????  Viva España??????",0,es
RT @CecilioCastro: ¿El marido de qué famosa diputada del PP hizo de mediador en Cataluña? https://t.co/jVQDCWfqHD #SiemprePSOE,1,es
RT @sedlr_: Sufríamos por la integridad de los guardias civiles ante el tumulto. #judicialademocracia https://t.co/jwY1EWENSo,1,es
Hola @JuanMa_Moreno Hola @JuanMarin_Cs ¿Cuando vamos a empezar a saber qué ha estado ocurriendo en #Andalucía los últimos 40 años? ¿Cuando van a empezar a desmantelar la administración paralela? Las #EleccionesGenerales y las municipales están a la vuelta de la esquina...,0,es
"PP, PSOE y Cs se movilizan para bloquear un discurso de Puigdemont en la Eurocámara https://t.co/dvOu2llCxS",0,es
"En una democracia, la apología del fascismo es delito. Aquí no. Aquí son delito las ofensas al sentimiento religioso, injurias a la Corona o banderas. Así nos va.  «En Alemania estaría usted en la cárcel por defender a un genocida»  https://t.co/nCurtYgBTX #ReclamamosRepública",1,es
"@jordi_canyas golpista escogido por la ELITE DEL TRIPARTITO, mas, iceta y junqueras",1,es
"Se pone a hablar de comentarios del 2015 que NADA TIENEN QUE VER CON EL #1OCT y Marchena CALLADO, estará guardando la voz para ATACAR a las defensas...🤔 https://t.co/faD8AhJ188",1,es
El fiscal del Supremo comete falta grave para tapar el trato de favor a la hija de Marchena https://t.co/9c6xMBEg9t vía @publico_es #JoAcuso #JudiciTV3CatRàdio #JuicioProces #fakejustice #Makeamove #FakeTrial,1,es
"La ultraderecha flamenca del NV-A invita a Puigdemont y Torra a dar una conferencia el lunes en el Parlamento Europeo. ¿Lo harán en el cuarto de las escobas? Los que criticaron la manifestación de la derecha en Colón, ven bien la entente entre el supremacismo belga y el catalán.",1,es
"Que dice Arrimadas que Ciudadanos  y VOX no tienen nada que ver. Miente, como siempre. La coincidencia es casi plena en los puntos esenciales. Son muy amigos desde siempre.  #l6narrimadas https://t.co/6Jkpt1hcaq",1,es
".@EnricMz de Tabarnia dice en @AlJazeera que los presos políticos usaron la fuerza y la violencia y le pido que me ponga un sólo ejemplo. Lo que pasó después te sorprenderá... Especialmente a @SoniaAndolz, que pone cara de alucinar. https://t.co/CrT5m59zD7",1,es
@danisenabre Yo soy catalán y vivo en Girona y puedo ver el juicio pero me la repampimfla. Ya tengo bastante con lo que he vivido estos últimos años. Intentaron proclamar la independencia pero les faltaron cojones y ahora nos hacéis pagar vuestra frustración en vez de tirarles piedras a ellos,0,es
"¿Señor Pons, en base a qé quiere que le detengan? No hay ninguna eurorden de detención. Déle las gracias a Pablo Llarena. González Pons (PP) demana detenir Puigdemont si entra al Parlament Europeu via @elnacionalcat https://t.co/2MIuamWGgf",1,es
Torrent afirma que el independentismo no causa inestabilidad. El presidente del Parlamento dice que  estamos defendiendo la democracia  en una entrevista en la CNBC https://t.co/jzR5RIyxMt,0,es
"La resolución propone al gobierno de Islandia q condene la reacción del gobierno de España al referéndum de independencia de Catalunya,incluidas las detenciones de los políticos catalanes.El derecho de autodeterminación está reconocido internacionalmente .https://t.co/JDlSMrqoLS",1,es
Este mapa de hace unos años es un buen resumen del asunto. La frontera militarizada como frontera entre polo de producción y polo de acumulación. https://t.co/QKOjiPpg3E,2,es
RT @pisar_rachola: ¿En serio querían las defensas de los presos que declarase este pirómano? Si yo soy la Fiscal lo crujo! https://t.co/mAi…,0,es
@carrizosacarlos No me jodas t has hecho indepe?!! Pq ese discurso jamás puede salir d nacionalista??serio. ??? Siglos d soportar  abusos y el desprecio del nacionalismo patrio ??. No paráis d coger la realidad histórica para tergiversarla y darle la vuelta. Siempre manipulásteis la historia,1,es
"🗣️“Una declaración de independencia que no ha sido consentida por el Estado central no constituye una violación del derecho internacional.”  Entrevista a Ana Stanic, abogada eslovena y fundadora de E&amp;A Law en Londres.  🗓️ 03-09-2018, via @Diario_16   👇https://t.co/nCem4FC415",0,es
"RT @bcnviafora_eng: PSOE, Podemos y los independentistas evitan que el Parlamento Europeo estudie la manipulación en TVE https://t.co/PyEYT…",0,es
"??Queremos una España en la que cabemos todos y todas, que mira al futuro. La España que quiere el #PSOE es #LaEspañaQueQuieres.  El #28A volveremos a protagonizar las grandes mejoras sociales. Como hemos hechos siempre. Por igualdad, por justicia social. Avanzamos. https://t.co/r5lPDThW8d",1,es
"?El #PSOE está más movilizado que nunca.  YA en nuestra web ????????, toda la información sobre la reunión de hoy de la CEF que ha encabezado el presidente @sanchezcastejon.  ?????? https://t.co/EyjE487aAu",0,es
"?DIRECTO |  La declaración de independencia fue la respuesta al mandato dado por las urnas el 27-S y el 1-O. Siempre buscando el diálogo con las instituciones españolas , continúa Junqueras. https://t.co/TuIR3oaxRc",2,es
"5G y blockchain han nacido para entenderse, ya que por razones casi indirectas son excelentes compañeros de viaje en muchas de las iniciativas que se van a habilitar , Federico Ruiz, #ON5G https://t.co/RsQHEkMU3K",2,es
"Sobre la que tienen liada los CDR esos en Cataluña, solo diré una palabra... LEGION... Y se acaban las tonterías en cero coma. #elecciones2019votoderechas",0,es
RT @RaholaOficial: Qué HDP!:  La jefa de @EspanaGlobal compara el referéndum con una violación  https://t.co/aGhIyVZbGv,1,es
"Segun la defensa de @quimforn no hubo violencia, eran cuatro ancianos y familias. Para muestra un botón... #GolpistasAprision #juicioalproces https://t.co/miilN9lsFd",0,es
@AdaColau @omnium @EnricMillo @jcuixart Un golpista encerrado. Y casi con toda probabilidad esta encerrado por culpa de los cobardes huidos .,0,es
@miquelstrubell Sólo un afortunado puede hacer el referèndum? y tiene que ser el viejo? Se puede ser màs corto? #LesQuierenBobos #UsVolemACasa #PuigdemontPresident #ToquemEl2,1,es
"@meneame_net Y qué? Pero si el propio estado se pasa por el forro las sentencias del TC. Excepto si eres independentista catalán, que entonces te entrullan.",1,es
RT @TomasMakina: La Guardia Civil deja al descubierto la siniestra 'Constitución' independentista - ESdiario. https://t.co/Yec00dKdHL,0,es
"@PSOE @sanchezcastejon HABÉIS COPIADO EL SLOGAN A @vox PLAGIADORES!  #GobiernoCumFraude  #GobiernoCumPlagio  #GobiernoProGolpista  LOS GOLPISTAS, SÓLO TEMEN LA LEY(madre de convivencia!). ¿DIÁLOGO? ¿CON QUIÉN?¿CON EL Q NUNCA RENUNCIARÁ A LA FALSA AUTODETERMINACIÓN?  LOS CONSTITUCIONALISTAS SOMOS MÁS!",0,es
"Jajajajajajaja eso no se lo dices tú a #miAntoñito a la cara, Torra. Y no estás dispuesto a ir a la cárcel por la independencia. Ya te has preocupado de no pasarte de un milímetro de la ley, aunque fuera haciendo de carcelero de esos que recuerdas en tu lacito. https://t.co/A0RUO4lctv",0,es
Munté también se olvida de la hoja de ruta para lograr la secesión https://t.co/if3j4EFAt7 #JudiciProcés,0,es
Los simpatizantes de @vox_es deberíamos seguirnos para hacer una red de defensores de la Constitución y Estado de Derecho en España.  #SiguemeYTeSigoVOX  Haz #RT y sigue a los que dan Like o retuitean!  #EspanaViva,0,es
"@pablocasado_ @Congreso_Es @elprogramadear @anarosaq Queda bien claro que hay nueve personas enjuiciadas por organizar un referéndum que NO es ilegal. Pablo Casado oportunista populista quiere ilegalizar poder votar, más le valdría ilegalizar partidos corruptos.",1,es
"Eso que dijo el Rey el otro día de  No hay democracia sin ley  yo ya lo había oído antes.  Cuando nadie actuaba en España, algunos ya lo hacían y pocos los conocían.  Ahora todo el mundo habla, algunos más de la cuenta.  Grande @monasterioR 👏🏻👏🏻 https://t.co/fPcBCTZiT8",0,es
"señor @QuimTorraiPla de verdad que ha dicho esto? https://t.co/CDvIgyd1Ju. Está claro que no sabe cómo está construida la democracia. Que un presidente autonómico haga esta afirmación..... ais, pues da un poquito de vergüenza, la verdad.",0,es
Compilación de algunas fotos del 2 y 4 de febrero https://t.co/lGs63unlu0 https://t.co/L1ZjPbiTwr https://t.co/V9DKAZYQAD  #PensionesDignas #GobierneQuienGobierne @pensionazo_no @CylPens,1,es
"@DavidYabo @sarayespinosa_ @educasanova12 Se trata de 70 años de ocupación, apartheid y fascismo sionista. En #GAZA no puedes darte un beso porque igual las IDF te vuelan la tapa de los sesos.",1,es
Difícil erradicar la prostitución cuando está camuflada en espacios de ocio #abolicionprostitucion https://t.co/HrZCN18HDE @NacionMujeres https://t.co/R3U5aylaGG,2,es
📺 @MelisaRguezCs  El próximo #28A se va a elegir entre un gobierno liberal liderado por @Albert_Rivera o un gobierno liderado por el señor Sánchez de la mano de los populistas y los nacionalistas  #LosDesayunos https://t.co/y6BanEmKQ6,0,es
"Desalojan a unas 300 personas que intentaban usurpar un predio de Presidente Derqui, Pilar. Fueron identificados como integrantes de la comunidad paraguaya.",2,es
📽 Queremos convocar a todos los españoles para el próximo domingo 10 en Madrid para frenar a Sánchez y decirle que no permitiremos que venda este país. #STOPSánchez10F https://t.co/bi9CikFMh5,0,es
@Candeliano @Morganacatalana Nieto es un mentiroso 🤥 que Le muestren los videos de la violencia con la que pegaron a personas que sólo querían votar! #JudiciFarsa,1,es
Nieto le corta un traje al independentismo https://t.co/LjF5sMqcR3 vía @elpais_espana,0,es
"🇻🇪 Cruz Roja explica en un comunicado que no participa ni participará en la entrega de la ayuda humanitaria de EEUU a Venezuela porque no se respetan los principios fundamentales de imparcialidad, neutralidad e independencia.  La agencia OCHA de la ONU también se desmarca. https://t.co/ZjYJskkszX",1,es
"#SanchezDimisión La Resistencia de Tabarnia, es decir más de 2 millones de catalanes exige a este individuo que se vaya y deje a otra persona que nos defienda¡ Resistencia al fascismo separatista¡ No caben diálogos con totalitarios¡",0,es
"@fernandomuozriv @gabrielrufian Fernando, hasta ahora los únicos que han asesinado a gente son los fascistas nazionalistas españoles. Dime a un sol muerto por los independentistas catalanes",1,es
? En Cataluña los constitucionalistas sufren agresiones por sus ideas ??¿Qué más tiene que pasar para que Sánchez deje de mirar hacia otro lado? ? No os perdáis a @Lroldansu en @Lanoche_24h ? https://t.co/GLHappZeSy,0,es
"Pues mira que cuando estudié Derecho Constitucional I y II, no encontre ningún articulo que prohibiese negociar con un mediador, fijaté! Sí recuerdo otros más chulos de los que Casado, Rivera y Abascal no hablan nunca por España. #STOPSanchez10F #EleccionesYa #SanchezDimisión https://t.co/ihvPjSdkfz",1,es
"📻 @OskarMatute 👉 «Era lógico desalojar al PP por higiene democrática, pero el PSOE se ha quedado lejos de un cambio de rumbo. Además del 155, les une el cierre en falso de la comisión sobre la corrupción para evitar que Rajoy compareciera en el Congreso y Sánchez en el Senado». https://t.co/VxWGaMKkcp",1,es
"@xriusenoticies @tv3cat @estapassanttv3 @tonisoler @nllorachb @sempresaludava Todos los derechones y ciudadaners llamáis estrella a cualquier colaborador indepe de TV3. Se os ve demasiado el plumero y la estrategia conjunta. Si disimuláis un poco más igual cuela. Bueno, entre los vuestros cuela igual, claro. De donde no hay...",1,es
"El testaferro de Zaplana e Ignacio González movió 156 millones en Andorra, donde anidaba la fortuna del clan Pujol y de la mafia rusa, entre otras.  Saquearon España, pedían votos y se hacían llamar políticos. Y patriotas. Como si supieran lo que es eso. https://t.co/1BhJucpxFa",1,es
"Una periodista de antena 3 no ha podido dar la noticia de Barcelona porque la gente ha empezado a poner las manos en la cámara, a tirarle la bandera independentista en la cabeza, etc",0,es
"El coronel de la Guardia Civil  Tácito  es, en realidad, el principal redactor de los informes que utilizan fiscales y jueces contra los dirigentes políticos y sociales de los catalanes acusados. El autor.",1,es
"El @PSOE se ha dedicado a despreciar a los independentistas catalanes desde que se aprobó la moción de censura. Tanto es así que muchos hemos pensado desde el principio que era una estrategia para ir a elecciones, echándoles la culpa a ellos y poder hacerse las víctimas #VotanNO",1,es
La noche que el Rey defendió a España: «El 3 de octubre de 2017 el Rey cortó en seco una ensoñación separatista que llevaba años marcando goles fuera de juego al Estado ante unos árbitros que se limitaban a llevarse las manos a la cabeza». Por @AlmudenaMF https://t.co/XDDM2D96XH,0,es
Denuncia la  alineación política  de Trapero con el gobierno de Puigdemont para no impedir el referéndum https://t.co/v60YGAIDXa vía @epnacional,0,es
"Hoy es #FelizLunes para @ahorapodemos: Ha salido en @informativost5. 2 segundos, eso sí. 7 palabras:  Hemos visto cómo le temblaban las piernas  [a pedrosanchez] Continúa la invisibilización/ridiculización de la izquierda. #28A",1,es
"-Toc toc, es la casa de Puigdemont?  -Sí, quien llama?  -Soy la ciudadana Ines -Ah, hola Inés, pasé, pero, y ese pollo? -Es mi montura habitual  -Ah, bien, y qué quiere? -Nada, que han chapado el Parlament y me aburría. Me he traído a los del Telva, no le importa, verdad? -...",1,es
"? @Ortega_Smith frente al Tribunal Supremo. ?  Lamentablemente hemos tenido que comprobar, especialmente con el señor Junqueras como se siguen haciendo en la sala proclamas al separatismo. No son presos políticos, son políticos que han cometido graves delitos  https://t.co/YzZDolyt8W",0,es
40 millones de pobres en un país de 325 millones. Y van dando lecciones de democracia y derechos humanos. Menuda farsa https://t.co/ygyewHoeo7,1,es
"@AlfonsoIXLeon @Capdecul1 @marianpy1 @vlc_JI @may_adell @bla_7863 @RafaColono @JordiMasFont @ochoabravo32 @Julii1985 @ElPaco17170917 @David_n_Goliat @CODEXREVISUS @Morafanova @RamonBerenguerI @barnazen @jordivergesb @ap_poch @lovenjaire @crmontoro @Jrgen27307674 @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @airebros @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @Xipress @tadeajones88 @miquiadrover @jaralezo La desobediencia lleva de seis meses a un año de prisión o una multa económica, los fondos los controlaba Montoro y él mismo dejó claro que no se tocó un € para el referéndum.",1,es
"RT neustomas: Arrimadas le dijo hace 3 semanas a Évole que quería ser presidenta de Catalunya y que su prioridad era la política catalana. Tres semanas... https://t.co/gXC2WG1rwh pachecoemili https://t.co/oWonajpZbj February 23, 2019 at 01:09PM  Arrimadas le dijo hace 3 semana…",1,es
"RT @JOSEMANUELSOTO1: Y tu te fundes en un abrazo con los chavistas, los golpistas y los bilduetarras... https://t.co/5UaNqt3gzy",0,es
RT @rangeltarres: Para quién desee recordar algunas tesis sostenidas por el independentismo ya en 2012... o antes. https://t.co/1GAA4QOh5k,0,es
"Srs. @Albert_Rivera, @GirautaOficial, @CiudadanosCs en general, ¿alguna declaración al respecto?, todavía recordamos sus  iras y enfados , esperamos ansiosos la dimisión de esta política.  #SiemprePSOE #VotaPSOE #LaEspañaQueQuieres @PSOE   https://t.co/FlDSNQvHWm",1,es
"La co-Torra repitiendo lo que largan los políticos presos en el juicio: todo menos gobernar Cataluña, alma de cántaro ? https://t.co/xVMFygKXJN",0,es
"@Juan_Mollendo @claudiperez Pero vamos a ver, tú en tu campaña política puedes llevar cualquier ideología siempre y cuando no te saltes el marco legal, las reglas que nos rigen a todos. Se les encarcela por saltarse ese marco legal que es la CE, no porque lleven la independencia en su programa.",0,es
RT @yolandacmorin: Pues los socialistas q voten directamente a los indepes???Partido sociata indepe expañol???https://t.co/qGpv9foPbq,0,es
"“No pueden unos pocos decidir sobre lo que es de todos  (Cadena)   Los primeros dos días del juicio: ¿el lado oscuro, una derrota colectiva o el triunfo de la democracia? | The Spain Report https://t.co/hqM2Ih0mUv",0,es
Torra llama  marioneta  a Tajani Europeo y Puigdemont dice que Eslovenia es  un país hermano  https://t.co/IwTw0hgCbX,0,es
"@sanchezcastejon Deseando verte en el banquillo por alta traicion... no habrá Falcon en el que puedas huir. España no te perdonará jamás, por hundir España y por hundir el  @PSOE Los independentistas de unicornios ? aún se reirán por siglos de semejante político de pacotilla",0,es
"@pablocasado_ ciertamente, el independentismo no significa odio a nadie como los populistas Rivera-Casado habéis hecho creer a los españoles.",1,es
"Siempre habla quin más tiene que callar. Usted se atreve de hablar de ilegalidad? El partido más corrupto de Europa? El que tiene más masters regalados? El que vió armas de destrucción masiva? El que se empeñó en atribuir a ETA el atentado del 11-M? Va, home va!!! #JoAcuso https://t.co/DtL5ka4DDm",1,es
Gracias Presidente por no olvidar a mi hermano el Diputado @JuanRequesens y a los más de 850 presos políticos! Pronto los veremos libres a todos. https://t.co/jBcDHpoZAB,0,es
La actuación de los Mossos en la huelga desquicia al separatismo:  ¡Ha pegado a la urna!  https://t.co/5IHl63zTBP vía @libertaddigital,0,es
"David Block, profesor del curso 'La identidad en 5 reflexiones' en el Palau Macaya:  El nacionalismo español se esconde de ser un nacionalismo  @FundlaCaixa @MaletadePortbou https://t.co/z77FdV83Cb",1,es
EEUU presiona al Ejército venezolano para tumbar a Maduro https://t.co/vcICPQPtz2,2,es
